situation_id,situation,rsq001,rsq002,rsq003,rsq004,rsq005,rsq006,rsq007,rsq008,rsq009,rsq010,rsq011,rsq012,rsq013,rsq014,rsq015,rsq016,rsq017,rsq018,rsq019,rsq020,rsq021,rsq022,rsq023,rsq024,rsq025,rsq026,rsq027,rsq028,rsq029,rsq030,rsq031,rsq032,rsq033,rsq034,rsq035,rsq036,rsq037,rsq038,rsq039,rsq040,rsq041,rsq042,rsq043,rsq044,rsq045,rsq046,rsq047,rsq048,rsq049,rsq050,rsq051,rsq052,rsq053,rsq054,rsq055,rsq056,rsq057,rsq058,rsq059,rsq060,rsq061,rsq062,rsq063,rsq064,rsq065,rsq066,rsq067,rsq068,rsq069,rsq070,rsq071,rsq072,rsq073,rsq074,rsq075,rsq076,rsq077,rsq078,rsq079,rsq080,rsq081,rsq082,rsq083,rsq084,rsq085,rsq086,rsq087,rsq088,rsq089
sit_1798,"7 o'clock yesterday afternoon, my roommate and complete a physical education, holding a badminton racket to the canteen to buy dinner.",6,5,7.0,5.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,8.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,7.0,4.0,6.0,4.0,3.0,4.0,9.0,8.0,3.0,6.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,5.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,7.0,9.0,3.0,3.0,2.0,2.0,9.0,2.0,3.0,6.0,2.0,8.0,6.0,5.0,6.0
sit_1799,Watch TV,6,4,8.0,6.0,6.0,8.0,4.0,6.0,4.0,6.0,9.0,6.0,3.0,7.0,6.0,3.0,6.0,4.0,6.0,8.0,6.0,3.0,6.0,9.0,6.0,3.0,7.0,8.0,7.0,8.0,6.0,8.0,3.0,3.0,5.0,3.0,2.0,7.0,5.0,3.0,5.0,7.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,7.0,5.0,5.0,7.0,4.0,3.0,5.0,7.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,9.0,6.0,6.0,1.0,5.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0
sit_1800,My classmates and the Internet in the bedroom,8,4,5.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,5.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,3.0,7.0,4.0,7.0,6.0,4.0,3.0,3.0,5.0,8.0,7.0,3.0,4.0,4.0,4.0,7.0,7.0,4.0,6.0,4.0,9.0,9.0,5.0,4.0,3.0,9.0,6.0,5.0,6.0,6.0,6.0,3.0,8.0,5.0,3.0,5.0,7.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,8.0,3.0,5.0,8.0,2.0,2.0,8.0,1.0,5.0
sit_1801,Watch TV,6,5,7.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,3.0,3.0,6.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,7.0,4.0,5.0,7.0,4.0,3.0,6.0,5.0,3.0,4.0,5.0,7.0,6.0,7.0,5.0,2.0,2.0,3.0,7.0,7.0,7.0,8.0,5.0,7.0,8.0,9.0,8.0,6.0,8.0,6.0,9.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,7.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0,9.0,8.0,3.0,5.0,6.0,2.0,6.0,7.0,5.0,8.0,5.0,5.0,4.0
sit_1802,My roommate at the hostel Internet,5,5,5.0,5.0,5.0,5.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,7.0,4.0,3.0,3.0,6.0,5.0,7.0,8.0,5.0,7.0,8.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,6.0,6.0,4.0,5.0,2.0,4.0,9.0,5.0,4.0,8.0,2.0,2.0,4.0,8.0,4.0,7.0,7.0,3.0,4.0,6.0,2.0,3.0,1.0,5.0,7.0,7.0,7.0,9.0,8.0,5.0,1.0,8.0,3.0,3.0,1.0,3.0,4.0,7.0,9.0,5.0,5.0,4.0,4.0,7.0,3.0,6.0,6.0,7.0,2.0,4.0
sit_1803,"7 o'clock yesterday afternoon, me and my roommate watching entertainment in the bedroom",5,5,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,7.0,7.0,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,7.0,4.0,3.0,2.0,4.0,6.0,2.0,3.0,8.0,4.0,8.0,4.0,6.0,4.0,8.0,8.0,8.0,3.0,7.0,3.0,6.0,6.0,4.0,4.0,9.0,6.0,6.0,6.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,9.0,9.0,8.0,6.0,2.0,6.0,1.0,7.0,7.0,4.0,3.0,2.0,1.0,5.0
sit_1804,"I was working on the study, mainly refresher lessons learned that day, especially high number, then I back a bit words. The new self-study room in the school classroom building, and my roommate.",6,4,9.0,4.0,5.0,6.0,6.0,5.0,6.0,8.0,7.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,6.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,6.0,3.0,6.0,5.0,7.0,8.0,3.0,8.0,3.0,4.0,6.0,3.0,6.0,4.0,5.0,5.0,3.0,8.0,4.0,5.0,9.0,2.0,2.0,2.0,7.0,7.0,7.0,6.0,5.0,7.0,2.0,1.0,9.0,2.0,3.0,1.0,6.0,2.0,3.0,5.0,1.0
sit_1805,"Yesterday, 19:00, my classmates and I in a small shop outside the school dinner",7,1,6.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,8.0,6.0,5.0,8.0,5.0,5.0,5.0,8.0,6.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,7.0,4.0,4.0,4.0,3.0,9.0,6.0,3.0,3.0,8.0,8.0,4.0,3.0,7.0,6.0,3.0,3.0,6.0,6.0,6.0,7.0,4.0,4.0,7.0,3.0,3.0,2.0,9.0,7.0,4.0,8.0,3.0,3.0,1.0,2.0,4.0,1.0,6.0,7.0,3.0,9.0,4.0,6.0,2.0
sit_1806,"Look after seven p.m. Korean variety show ""We Got Married"", about two hours, wash, and finally sleep",7,2,6.0,7.0,6.0,6.0,6.0,7.0,4.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,8.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,9.0,4.0,8.0,4.0,4.0,7.0,6.0,9.0,8.0,4.0,5.0,4.0,4.0,7.0,8.0,2.0,8.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,9.0,7.0,6.0,8.0,7.0,6.0,1.0,1.0,3.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0
sit_1807,With my dad watching TV together at home,7,7,6.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,8.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,3.0,3.0,7.0,3.0,4.0,7.0,9.0,2.0,8.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,2.0,9.0,1.0,5.0,9.0,5.0,2.0,3.0,3.0,8.0,3.0,7.0,3.0,7.0,3.0,1.0,3.0,3.0
sit_1808,I have homework,5,4,6.0,4.0,6.0,5.0,5.0,4.0,9.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,6.0,5.0,6.0,5.0,3.0,8.0,6.0,7.0,5.0,6.0,4.0,8.0,3.0,6.0,7.0,7.0,6.0,4.0,5.0,4.0,7.0,5.0,5.0,4.0,4.0,4.0,7.0,3.0,3.0,9.0,5.0,6.0,2.0,2.0,8.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,8.0,7.0,5.0,8.0,5.0,7.0,9.0,2.0,5.0,1.0,6.0,2.0,7.0,8.0,5.0,6.0,3.0,1.0,6.0,7.0,7.0,2.0,7.0,5.0,6.0,2.0,1.0
sit_1809,Yesterday 19:00 my mother cooking dinner,6,6,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,9.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,4.0,5.0,9.0,4.0,4.0,8.0,4.0,5.0,7.0,6.0,6.0,7.0,3.0,3.0,4.0,4.0,4.0,7.0,8.0,3.0,3.0,3.0,7.0,6.0,6.0,9.0,6.0,3.0,8.0,6.0,5.0,2.0,7.0,7.0,2.0,4.0,4.0,7.0,7.0,6.0,5.0,5.0,1.0,7.0,5.0,1.0,7.0,2.0,4.0,2.0,7.0,1.0,2.0,8.0,8.0,5.0,3.0,5.0,6.0,2.0,5.0,3.0,5.0,3.0,5.0,8.0,5.0
sit_1810,By himself in the cafeteria to eat,8,4,2.0,4.0,4.0,8.0,8.0,7.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,8.0,5.0,5.0,6.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,4.0,4.0,6.0,7.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,4.0,6.0,3.0,7.0,8.0,9.0,5.0,4.0,7.0,5.0,3.0,6.0,9.0,1.0,3.0,4.0,7.0,7.0,7.0,7.0,4.0,2.0,7.0,9.0,7.0,5.0,5.0,5.0,7.0,2.0,2.0,1.0,6.0,1.0,5.0,8.0,4.0,2.0,2.0
sit_1811,"7 o'clock yesterday afternoon, I watch TV in front of the computer of a person",9,5,3.0,6.0,6.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,3.0,7.0,5.0,5.0,2.0,7.0,8.0,4.0,7.0,4.0,3.0,5.0,6.0,4.0,6.0,2.0,5.0,7.0,4.0,4.0,8.0,4.0,8.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,3.0,6.0,9.0,5.0,1.0,3.0,4.0,5.0,6.0,4.0,8.0,2.0,6.0,2.0,6.0,2.0,7.0,5.0,6.0,5.0,7.0,4.0,7.0,6.0,3.0,3.0,5.0,1.0,8.0,8.0,4.0,5.0,3.0,5.0,3.0,2.0,9.0,4.0,4.0,6.0,1.0,3.0,7.0
sit_1812,"7 o'clock yesterday afternoon, me and my roommate was the school cafeteria.",6,4,6.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,5.0,9.0,6.0,4.0,7.0,4.0,7.0,6.0,8.0,7.0,4.0,4.0,4.0,7.0,4.0,3.0,8.0,6.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,8.0,6.0,2.0,2.0,3.0,6.0,4.0,2.0,6.0,3.0,7.0,3.0,4.0,2.0,3.0,9.0,6.0,7.0,5.0,8.0,7.0,6.0,5.0,8.0,5.0,6.0,3.0,4.0,6.0,4.0,3.0,5.0,2.0,1.0,1.0,6.0,9.0,5.0,1.0,5.0,4.0,8.0,3.0,7.0,5.0,3.0,5.0,2.0,4.0,3.0
sit_1813,"Hot weather, the meal came back outside, the body is sticky, then hit two bottles of water, because the water room not open the gates, although bright outside, but the room is very dark indeed, and because bath time count earlier, no one in the water room, the students did not dare to wash a man, so he pulled me along, wash and then chat, one will wash well, and who just sweat, not much dirty, get some milk bath wash next to clean up, and students about the same time a good wash, and they go hand in hand fighting in the dark water laundry room, say in the summer after the bath, refreshing cool, Barbara is an excellent, fast clothes rhythm is completed.",7,5,8.0,6.0,7.0,7.0,9.0,6.0,9.0,9.0,6.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,8.0,2.0,7.0,4.0,5.0,4.0,5.0,5.0,6.0,7.0,1.0,7.0,6.0,4.0,6.0,7.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,7.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,6.0,7.0,8.0,3.0,3.0,4.0,8.0,5.0,5.0,8.0,3.0,2.0,3.0,6.0,3.0,5.0,5.0,6.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,3.0,3.0,6.0,4.0,7.0,7.0,1.0,6.0,4.0,6.0,8.0
sit_1814,"I was eating dinner, preparing a bath laundry",7,8,5.0,2.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,9.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,4.0,8.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,9.0,9.0,3.0,5.0,2.0,3.0,4.0,3.0,8.0,3.0,3.0,7.0,4.0,4.0,3.0,7.0,7.0,6.0,6.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,8.0,2.0,3.0,1.0,5.0
sit_1815,"7 o'clock yesterday afternoon, me and my college dorm mates dinner outside the school.",7,5,8.0,4.0,4.0,7.0,6.0,9.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,8.0,4.0,6.0,3.0,6.0,3.0,7.0,6.0,5.0,3.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,6.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,6.0,8.0,5.0,3.0,3.0,6.0,7.0,7.0,5.0,2.0,8.0,9.0,7.0,5.0,9.0,3.0,2.0,5.0,6.0,6.0,4.0,5.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,7.0,6.0,6.0,3.0,1.0,8.0,1.0,7.0,6.0,8.0,5.0,7.0,5.0,4.0
sit_1816,I studied in school and students,8,5,6.0,5.0,5.0,6.0,7.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,8.0,2.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,1.0,5.0,6.0,4.0,6.0,2.0,4.0,4.0,4.0,6.0,7.0,3.0,4.0,3.0,3.0,3.0,6.0,3.0,9.0,4.0,5.0,5.0,9.0,5.0,3.0,8.0,3.0,3.0,6.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0,2.0,2.0,7.0,5.0,2.0,8.0,8.0,8.0,1.0,5.0,7.0,2.0,5.0,1.0,7.0,5.0,9.0,7.0,5.0
sit_1817,Watching movies at home with friends,8,7,5.0,8.0,6.0,5.0,9.0,5.0,5.0,5.0,9.0,5.0,8.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,7.0,7.0,6.0,6.0,7.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,6.0,4.0,3.0,7.0,3.0,3.0,5.0,3.0,7.0,3.0,7.0,3.0,3.0,5.0,6.0,5.0,7.0,5.0,3.0,3.0,5.0,3.0,9.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,7.0,6.0,6.0,5.0,1.0,5.0,6.0,5.0,5.0,8.0,6.0,2.0,1.0,1.0,6.0,7.0
sit_1818,Being and family dinner at home,9,6,7.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,7.0,8.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,3.0
sit_1819,"In school dormitory Internet, do online questionnaire",6,7,7.0,6.0,6.0,6.0,6.0,4.0,7.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,8.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,7.0,3.0,6.0,6.0,7.0,8.0,6.0,4.0,3.0,3.0,1.0,3.0,2.0,6.0,9.0,6.0,4.0,2.0,1.0,9.0,2.0,7.0,2.0,9.0,2.0,2.0,5.0,1.0
sit_1820,"Seven o'clock yesterday afternoon, me and my friends at Pizza Hut after drinking tea, shopping at the mall to buy some nice dresses, and then went to the cinema to buy a movie ticket, and friends enjoyed a long time to see the movie, and there are a lot of feelings.",7,4,6.0,5.0,6.0,5.0,7.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,7.0,5.0,3.0,4.0,7.0,3.0,8.0,7.0,6.0,3.0,7.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,5.0,3.0,6.0,5.0,3.0,5.0,4.0,3.0,7.0,2.0,2.0,6.0,4.0,8.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,8.0,3.0,5.0,3.0,6.0,5.0,5.0,2.0,5.0,6.0,5.0,2.0,5.0,1.0,7.0,7.0,1.0,5.0,6.0,5.0,2.0,1.0,9.0,5.0,9.0,6.0,2.0,4.0,8.0,5.0,9.0
sit_1821,"7 o'clock yesterday afternoon, I was with my classmates in the cafeteria to eat breakfast together",6,3,6.0,6.0,5.0,5.0,8.0,7.0,5.0,6.0,8.0,6.0,6.0,8.0,6.0,2.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,8.0,5.0,5.0,8.0,5.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,2.0,2.0,3.0,5.0,7.0,4.0,2.0,5.0,5.0,8.0,4.0,4.0,4.0,3.0,4.0,7.0,3.0,3.0,5.0,7.0,7.0,7.0,3.0,9.0,9.0,3.0,3.0,6.0,7.0,2.0,5.0,6.0,4.0,4.0,1.0,4.0,2.0,6.0,1.0,7.0,9.0,5.0,6.0,5.0,1.0,7.0,3.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0
sit_1822,My classmates and I play volleyball volleyball court in the quarters,6,5,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,7.0,5.0,4.0,4.0,6.0,7.0,7.0,4.0,6.0,4.0,6.0,8.0,5.0,5.0,5.0,5.0,8.0,4.0,5.0,6.0,7.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,7.0,5.0,4.0,7.0,3.0,3.0,3.0,8.0,5.0,8.0,4.0,6.0,3.0,3.0,5.0,3.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,9.0,9.0,3.0,3.0,2.0,2.0,1.0,3.0,7.0,6.0,7.0,4.0,1.0,8.0,3.0,8.0,2.0,2.0,2.0,9.0,6.0,7.0
sit_1823,"Internship back, is the school cafeteria line Dafan",6,4,7.0,5.0,5.0,5.0,7.0,9.0,4.0,6.0,7.0,6.0,5.0,6.0,3.0,4.0,5.0,4.0,4.0,7.0,2.0,3.0,2.0,6.0,5.0,5.0,6.0,4.0,7.0,5.0,6.0,4.0,4.0,6.0,3.0,3.0,1.0,2.0,4.0,6.0,4.0,2.0,5.0,6.0,8.0,6.0,4.0,4.0,7.0,3.0,5.0,5.0,5.0,3.0,9.0,8.0,6.0,5.0,9.0,7.0,3.0,2.0,8.0,5.0,4.0,8.0,7.0,3.0,3.0,1.0,4.0,1.0,8.0,6.0,3.0,7.0,4.0,7.0,5.0,5.0,6.0,2.0,6.0,5.0,8.0,7.0,5.0,3.0,5.0
sit_1824,"7 o'clock yesterday afternoon at school and roommate dinner together. If the 7 o'clock yesterday afternoon just in bed, so the last thing before going to bed is off the computer. If this is the first thing after waking up is to boil water, and then open the computer.",6,6,6.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,7.0,7.0,4.0,4.0,6.0,2.0,8.0,4.0,3.0,5.0,4.0,8.0,5.0,4.0,4.0,9.0,8.0,4.0,4.0,9.0,8.0,2.0,5.0,7.0,7.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,8.0,3.0,2.0,9.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,7.0,2.0,5.0,5.0
sit_1825,I am looking for a job with computer access in the dorm,4,5,2.0,8.0,4.0,7.0,5.0,4.0,5.0,4.0,9.0,5.0,6.0,4.0,6.0,8.0,2.0,2.0,7.0,6.0,3.0,7.0,3.0,4.0,6.0,6.0,4.0,4.0,5.0,6.0,3.0,5.0,5.0,8.0,3.0,3.0,8.0,4.0,2.0,5.0,4.0,1.0,6.0,5.0,5.0,7.0,2.0,6.0,6.0,3.0,3.0,6.0,7.0,9.0,7.0,6.0,6.0,6.0,3.0,7.0,5.0,4.0,6.0,5.0,4.0,7.0,7.0,8.0,4.0,1.0,7.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,7.0,5.0,8.0,4.0,5.0,5.0,3.0,9.0,6.0,3.0,1.0
sit_1826,"7 o'clock yesterday afternoon, I was having dinner with their parents at home.",6,3,6.0,3.0,5.0,3.0,7.0,5.0,5.0,3.0,6.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,7.0,5.0,7.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,2.0,6.0,6.0,2.0,6.0,1.0,4.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,4.0,7.0,8.0,7.0,4.0,6.0,6.0,4.0,4.0,6.0,8.0,5.0,8.0,7.0,8.0,2.0,1.0,4.0,2.0,9.0,1.0,8.0,9.0,6.0,4.0,8.0,2.0,7.0,6.0,7.0,5.0,9.0,5.0,4.0,4.0,2.0
sit_1827,"I was at school dorm with Friends of places to see ""To the youth.""",5,8,8.0,6.0,6.0,6.0,9.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,9.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,8.0,2.0,7.0,4.0,1.0,1.0,1.0,8.0,3.0,3.0,2.0,3.0,6.0,2.0
sit_1828,I am in the Internet,7,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0,3.0,7.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,7.0,8.0,5.0,5.0,6.0,3.0,6.0,3.0,3.0,8.0,6.0,5.0,6.0,4.0,3.0,6.0,3.0,2.0,6.0,3.0,7.0,4.0,6.0,8.0,3.0,7.0,2.0,2.0,2.0,6.0,7.0,5.0,5.0,5.0,8.0,1.0,1.0,6.0,8.0,9.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,9.0,9.0,5.0,2.0,1.0,6.0,2.0,5.0,6.0,3.0,7.0,6.0,7.0,3.0
sit_1829,I'm playing the game hostel,6,5,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,7.0,4.0,7.0,4.0,6.0,4.0,7.0,7.0,6.0,7.0,3.0,7.0,7.0,3.0,4.0,5.0,5.0,3.0,7.0,5.0,8.0,8.0,7.0,3.0,2.0,4.0,8.0,7.0,5.0,4.0,4.0,5.0,6.0,5.0,9.0,3.0,6.0,5.0,8.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,6.0,6.0,2.0,5.0,2.0,9.0,1.0,7.0,6.0,4.0,9.0,1.0,4.0,1.0,3.0,2.0,3.0,5.0,2.0,8.0,3.0,8.0,5.0,6.0
sit_1830,Me and my roommate in the bedroom inside playing games.,4,5,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,7.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,3.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,7.0,6.0,4.0,3.0,7.0,3.0,8.0,4.0,5.0,4.0,3.0,5.0,2.0,7.0,8.0,6.0,6.0,8.0,3.0,6.0,7.0,5.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,1.0,7.0,5.0,7.0,2.0,1.0,3.0,8.0,5.0,6.0,9.0,2.0,6.0,8.0,2.0,9.0,2.0,1.0,2.0,9.0,7.0,3.0
sit_1831,"7 o'clock yesterday afternoon, I told Zhou Ning drink soup crock in Xiyuan",6,6,5.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,3.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,3.0,6.0,4.0,5.0,3.0,3.0,6.0,3.0,6.0,7.0,6.0,6.0,3.0,5.0,2.0,5.0,2.0,7.0,3.0,3.0,5.0,7.0,6.0,2.0,7.0,6.0,4.0,3.0,5.0,2.0,7.0,7.0,4.0,3.0,7.0,7.0,2.0,4.0,9.0,9.0,1.0,5.0,8.0,5.0,5.0,5.0,8.0,5.0,4.0,5.0,2.0,4.0,8.0,8.0,4.0,9.0,6.0,7.0,8.0,4.0,7.0,1.0,7.0,6.0,8.0,5.0,4.0,1.0,4.0
